log_name,SCF_energy(Hartree),∆G(Hartree),∆G(kcal/mol),e^(-∆G/RT),Mole Fraction,Unnamed: 0,Unnamed: 0.1,HOMO,LUMO,η,μ,ω,dipole(Debye),NBO_charge_Cl1,NBO_charge_Cl2,NBO_charge_P1,NBO_charge_P2,NBO_charge_Pd,NMR_shift_P1,NMR_shift_P2,aniso_NMR_shift_P1,aniso_NMR_shift_P2,distance_Pd_Cl1(Å),distance_Pd_Cl2(Å),distance_Pd_P1(Å),distance_Pd_P2(Å),%Vbur_Pd_3Å,%Vbur_Pd_4Å,%Vbur_Pd_5Å,%Vbur_Pd_6Å,%Vbur_Pd_7Å,Bite_angle_Pd(°),%G_param_Pd,Solid_angle_Pd(sr),Solid_cone_angle_Pd(°),volume(Bohr_radius³/mol),SASA_Pd_surface_area(Å²),CPU_time_total(hours),Wall_time_total(hours)
Ensemble Range,0.000248769999416254,,,,,16.0,16.0,0.00023000000000000798,0.0003100000000000047,0.00012999999999999123,0.00026999999999999247,0.00036999999999999533,0.08619999999999983,0.004390000000000005,0.0047199999999999465,0.016389999999999905,0.016639999999999988,0.0006500000000000394,4.074099999999987,4.076300000000003,5.434200000000004,5.301400000000001,0.01020999999999983,0.010120000000000129,0.004169999999999785,0.0041199999999999015,0.13781287246720098,0.05896592390289612,0.041586515720098305,0.06689645788920018,0.6163790895066015,0.20290708834299664,0.36606716536689987,0.046001356697479956,0.8525722535050022,2305.0840000000007,0.28999630770109874,,
Lowest E Conformer,-6522.82249318,0.0,0.0,1.0,0.07119065609769298,91.0,91.0,-0.25463,-0.10274,0.15189,-0.178685,0.1051,11.6634,-0.51416,-0.51859,1.06121,1.07759,0.32441,223.2167,220.1096,146.2828,142.3501,2.36019,2.35034,2.33089,2.33407,58.8460965435042,58.9023027745019,55.4344312699063,50.5935643339834,44.5776856822438,105.740869559643,59.0800572974694,7.42421895917575,200.926071866511,7769.623,29.2296278417374,430.6235,21.7211666666667
pp000425-Pd_10_SPE,-3697.75706284,0.007921530000203347,4.9707600751276,0.00022719936131910382,0.00010640190437170621,105.0,105.0,-0.22669,-0.06883,0.15786,-0.14776,0.06915,9.6861,-0.5425,-0.55368,1.28327,1.28282,0.31423,185.6226,184.9101,169.3072,226.8219,2.36347,2.36724,2.29066,2.2804,58.6887291418355,60.9579635031966,58.2824177730125,52.5575989840809,44.2005430853395,102.769022513056,60.1225529205793,7.55522282281422,203.360653953063,7036.646,25.4596758416228,353.35242,17.8206111111111
pp000425-Pd_11_SPE,-3697.76341901,0.001565360000313376,0.9822634001966435,0.1905442455211875,0.08923559675878175,106.0,106.0,-0.21758,-0.06642,0.15116,-0.142,0.0667,10.5964,-0.5458,-0.54915,1.25634,1.28943,0.30699,187.5481,180.3991,207.6908,179.0167,2.34926,2.37537,2.3213,2.28065,59.2641910011919,59.8701973806716,55.7387420768818,49.1900993242324,41.4747271764686,97.781943041891,58.7378640776699,7.38121769095854,200.129067416197,5151.555,29.3696260592483,337.51287,17.0243333333333
pp000425-Pd_12_SPE,-3697.75729547,0.007688900000175636,4.8247847501102115,0.00029067506341373895,0.00013612881709270768,107.0,107.0,-0.21694,-0.06873,0.14821,-0.142835,0.06883,9.0852,-0.55142,-0.54977,1.26015,1.29308,0.30881,197.5454,178.0483,155.7475,233.83,2.36051,2.36984,2.29844,2.27119,57.3543653158522,59.0834678170194,56.7167150200246,50.9770284366638,43.1261847970261,101.921429383928,58.2285532388986,7.31721580337944,198.944635326532,7003.684,30.4196126905799,333.24728,16.7939722222222
pp000425-Pd_13_SPE,-3697.76316548,0.0018188899998676789,1.1413534749169685,0.14567398082596097,0.06822197424894946,108.0,108.0,-0.21748,-0.06639,0.15109,-0.141935,0.06667,10.5984,-0.54571,-0.54944,1.25611,1.2896,0.30702,187.3571,180.5638,208.0618,179.4743,2.34931,2.37537,2.32122,2.28085,59.3014377234803,59.9035596797219,55.7736274478887,49.2685609324686,41.4977826861661,97.7224089840501,58.7458220595257,7.38221772045197,200.147591079447,7448.774,29.2596274597754,343.79002,17.3290277777778
pp000425-Pd_14_SPE,-3697.76416849,0.0008158800001183408,0.5119647000742589,0.4214317211363295,0.19736471718585272,109.0,109.0,-0.21949,-0.06499,0.1545,-0.14224,0.06548,10.9189,-0.55026,-0.55829,1.26723,1.29331,0.31151,189.8126,179.0911,209.758,184.0502,2.35179,2.37607,2.31102,2.28498,58.9988081048868,60.1537769225995,56.2105815016871,49.6419338745521,41.7471237540063,95.125682887878,58.9606875696323,7.4092185167744,200.64793281282,7525.709,28.5096370088242,304.32117,15.3418333333333
pp000425-Pd_15_SPE,-3697.76498437,0.0,0.0,1.0,0.4683195575636485,110.0,110.0,-0.2178,-0.06837,0.14943,-0.143085,0.0685,9.929,-0.54591,-0.54799,1.25444,1.28877,0.31702,189.3798,186.9492,194.2916,175.6557,2.34841,2.37376,2.32298,2.27383,56.863639749702,58.4751877599156,55.8449749298351,49.5126763118509,41.7814935416109,100.076133057918,57.0428139423842,7.16821140885935,196.194796863719,6631.47,32.2595892635802,288.47511,14.5436666666667
pp000425-Pd_16_SPE,-3697.76312065,0.001863720000073954,1.1694843000464061,0.13891909574755962,0.06505852945763924,111.0,111.0,-0.2175,-0.06651,0.15099,-0.142005,0.06678,10.6284,-0.54516,-0.54943,1.25542,1.28942,0.3071,187.137,180.54,208.2353,179.2895,2.34927,2.37523,2.32187,2.28099,59.2995753873659,59.8961889392341,55.7560862161395,49.2631185087759,41.4999174555826,97.7993644384515,58.6662422409677,7.37221742551773,199.962378298484,6345.84,29.18962835102,304.96445,15.3728055555556
pp000425-Pd_1_SPE,-3697.75747445,0.0075099200003023725,4.712474800189739,0.0003513431989322967,0.00016454089147697012,112.0,112.0,-0.21693,-0.06911,0.14782,-0.14302,0.06919,8.9995,-0.55005,-0.54996,1.25886,1.29347,0.30984,197.2028,177.3981,154.0125,234.2943,2.36034,2.36986,2.2996,2.27196,57.4837976758045,59.2211842840296,56.8755715682255,51.2185359880267,43.332901635518,102.20290260826,58.4036288397262,7.33921645223476,199.35154693452,5960.006,30.0896168921614,373.43561,18.8278888888889
pp000425-Pd_2_SPE,-3697.75747513,0.007509240000217687,4.712048100136599,0.00035159632296318227,0.00016465943441112317,113.0,113.0,-0.21694,-0.0691,0.14784,-0.14302,0.06918,9.0065,-0.54999,-0.54997,1.25883,1.29348,0.30982,197.1825,177.4102,154.0988,234.3296,2.36025,2.36988,2.29959,2.27194,57.4772794994041,59.2173049469307,56.8704471634449,51.2153612408726,43.3287744146462,102.202079719711,58.4036288397262,7.33921645223476,199.35154693452,6514.142,30.0896168921614,372.96506,18.8065
pp000425-Pd_3_SPE,-3697.75747587,0.007508500000312779,4.711583750196269,0.000351871988610433,0.00016478853402507914,114.0,114.0,-0.21694,-0.0691,0.14784,-0.14302,0.06918,9.0047,-0.55003,-0.54995,1.25885,1.29346,0.30983,197.1865,177.4057,154.0656,234.3195,2.36033,2.36986,2.29961,2.27197,57.4875223480334,59.2188566817702,56.8722209958689,51.2137738672956,43.329912958335,102.201443047627,58.3558809485914,7.33321627527422,199.240546829127,6574.888,30.0796170194821,323.68761,16.3150277777778
pp000425-Pd_4_SPE,-3697.75698456,0.007999810000001162,5.019880775000729,0.00020912279686186218,9.793629570282004e-05,115.0,115.0,-0.21728,-0.0694,0.14788,-0.14334,0.06947,8.9603,-0.54871,-0.55074,1.25622,1.29453,0.31047,197.185,176.8414,151.0949,236.6057,2.36016,2.36989,2.30184,2.27181,57.6439585816448,59.3790733039538,57.0131421273375,51.341103904939,43.4066934983463,102.344761486906,58.4991246219959,7.35121680615584,199.573602264203,6514.932,29.9296189292918,322.2725,16.2428055555556
pp000425-Pd_5_SPE,-3697.7572977,0.007686670000111917,4.823385425070228,0.00029136238830545575,0.00013645070478189898,116.0,116.0,-0.21694,-0.06871,0.14823,-0.142825,0.06881,9.0867,-0.55142,-0.54973,1.26016,1.29304,0.30878,197.5232,178.0594,155.8328,233.8457,2.36047,2.36977,2.29848,2.2712,57.3674016686532,59.0819160821799,56.7096196903283,50.9710190938365,43.1244058225124,101.917607840102,58.2046792933312,7.31421571489917,198.889166171706,7810.074,30.2996142184277,322.84183,16.2706111111111
pp000425-Pd_6_SPE,-3697.75615867,0.008825700000215875,5.538126750135461,8.720158789724629e-05,4.0838209062885985e-05,117.0,117.0,-0.22686,-0.06967,0.15719,-0.148265,0.06992,9.5051,-0.53831,-0.55418,1.27596,1.28761,0.31783,189.2856,183.8905,153.4903,223.3531,2.36147,2.36848,2.29036,2.28049,58.6123733611442,61.0149897585501,58.3171060515279,52.6140641298925,44.2431673146878,102.489467737486,59.9395193378959,7.53222214446549,202.932466114269,6219.695,25.4296762235847,355.07534,17.90775
pp000425-Pd_8_SPE,-3697.76362187,0.0013625000001411536,0.8549687500885739,0.23621282613040648,0.11062308622425099,118.0,118.0,-0.21947,-0.06518,0.15429,-0.142325,0.06564,10.9148,-0.54985,-0.55836,1.26663,1.29316,0.31206,190.0959,178.7783,208.9334,183.427,2.35187,2.37612,2.31126,2.28567,59.0965807508939,60.2104152442431,56.2360064330989,49.6050841307996,41.7566590573997,95.1999008012406,59.0084354607671,7.41521869373494,200.759173582418,6458.489,28.4496377727482,337.69902,17.0344722222222
pp000425-Pd_9_SPE,-3697.7574759,0.0075084700001752935,4.711564925109997,0.000351883168854997,0.0001647937699522668,119.0,119.0,-0.21694,-0.0691,0.14784,-0.14302,0.06918,9.0038,-0.55003,-0.54997,1.25885,1.29347,0.30984,197.1914,177.4015,154.0554,234.3109,2.36033,2.36985,2.29963,2.27197,57.4763483313468,59.2242877537087,56.8765570306834,51.2172887659304,43.3327593175569,102.199907414376,58.3001750756008,7.32621606882025,199.111069728817,6083.252,30.0896168921614,338.70811,17.0725555555556
Boltzmann Averages,-3697.764278566021,,,,,110.26291138188212,110.26291138188212,-0.21825776886752551,-0.06692070268864757,0.15133706617887793,-0.14258923577808658,0.06719096455931572,10.383171688805502,-0.5471359510946819,-0.5514690441505915,1.2586686079525502,1.2903136282273735,0.31315331427358095,189.1048072294231,183.04725355834162,201.96056022181202,179.0368695960439,2.34966746941878,2.3748211916579085,2.3189518915055376,2.2788925410829095,58.07195031008296,59.313930318143626,55.94164876000331,49.48888470571913,41.7088183961041,98.04875260584099,58.01361701822996,7.290206121305725,198.4486041288742,6693.936764768052,30.432554618940763,334.15656,16.846924074074078
Boltzmann Standard Deviation,0.0007871515795193221,,,,,3.106193307232013,3.106193307232013,0.00086124749783399,0.0015044423400597672,0.0022380480405445784,0.0005003321352847021,0.0013503726851496315,0.4601648085625359,0.0020735955860858965,0.004759011805841738,0.005813808549412324,0.0020590784225073353,0.004143153991656506,1.0297184315857524,3.8344352119607845,7.71188552419603,4.133011821930542,0.0015845645876477498,0.001092157340100269,0.005522633765311416,0.0052037914679662275,1.1792388644808895,0.8224878600779935,0.20107790627637923,0.1645759482767805,0.1360264996744135,2.2072550572979925,0.9485198090037845,0.1191945145500264,2.2021507881271813,657.8473553137181,1.800881664023997,,
Ensemble Minimum,-3697.76498437,,,,,105.0,105.0,-0.22686,-0.06967,0.14782,-0.148265,0.06548,8.9603,-0.55142,-0.55836,1.25444,1.28282,0.30699,185.6226,176.8414,151.0949,175.6557,2.34841,2.36724,2.29036,2.27119,56.863639749702,58.4751877599156,55.7387420768818,49.1900993242324,41.4747271764686,95.125682887878,57.0428139423842,7.16821140885935,196.194796863719,5151.555,25.4296762235847,,
Ensemble Maximum,-3697.75615867,,,,,119.0,119.0,-0.21693,-0.06499,0.15786,-0.141935,0.06992,10.9189,-0.53831,-0.54799,1.28327,1.29453,0.31783,197.5454,186.9492,209.758,236.6057,2.36347,2.37612,2.32298,2.28567,59.3014377234803,61.0149897585501,58.3171060515279,52.6140641298925,44.2431673146878,102.769022513056,60.1225529205793,7.55522282281422,203.360653953063,7810.074,32.2595892635802,,
Ensemble Range,0.008825700000215875,,,,,14.0,14.0,0.009929999999999994,0.00467999999999999,0.010039999999999993,0.006330000000000002,0.0044399999999999995,1.9586000000000006,0.013110000000000066,0.01036999999999999,0.02882999999999991,0.011709999999999887,0.010840000000000016,11.922799999999995,10.107799999999997,58.663100000000014,60.95000000000002,0.015060000000000073,0.008879999999999999,0.03261999999999965,0.01448000000000027,2.437797973778295,2.539801998634502,2.578363974646102,3.4239648056600984,2.768440138219205,7.643339625178001,3.0797389781951026,0.3870114139548697,7.1658570893440015,2658.5189999999993,6.829913039995503,,
Lowest E Conformer,-3697.76498437,0.0,0.0,1.0,0.4683195575636485,110.0,110.0,-0.2178,-0.06837,0.14943,-0.143085,0.0685,9.929,-0.54591,-0.54799,1.25444,1.28877,0.31702,189.3798,186.9492,194.2916,175.6557,2.34841,2.37376,2.32298,2.27383,56.863639749702,58.4751877599156,55.8449749298351,49.5126763118509,41.7814935416109,100.076133057918,57.0428139423842,7.16821140885935,196.194796863719,6631.47,32.2595892635802,288.47511,14.5436666666667
pp000458-Pd_1_SPE,-3353.83403397,0.0,0.0,1.0,0.39294555694635536,120.0,120.0,-0.22602,-0.0775,0.14852,-0.15176,0.07754,10.0118,-0.56363,-0.56362,1.10063,1.10063,0.31898,235.5377,235.5431,116.3967,116.4041,2.36535,2.36534,2.28625,2.28621,57.9251713349225,57.5200949661722,55.0652770332061,51.9695904576171,45.111022241451,96.3918198084109,56.2629317205157,7.07020851850385,194.391383664858,6060.94,25.6896729132478,216.54644,11.14725
pp000458-Pd_2_SPE,-3353.83346651,0.0005674599997291807,0.3560811498300609,0.5482651888016784,0.2154383699679742,121.0,121.0,-0.22541,-0.07697,0.14844,-0.15119,0.077,10.4116,-0.56308,-0.56059,1.10062,1.09987,0.31897,234.8138,236.4392,117.688,114.5031,2.36384,2.3649,2.2855,2.2856,57.8115688319428,57.4634566445286,54.5023808772981,50.9199963717175,44.0367351121181,96.5615607906402,55.8252427184466,7.01520689636556,193.380860716826,5964.48,25.9796692209489,196.835,10.1516666666667
pp000458-Pd_3_SPE,-3353.83403077,3.1999998100218363e-06,0.0020079998807887023,0.9966166207069075,0.39161607308567037,122.0,122.0,-0.22602,-0.0775,0.14852,-0.15176,0.07754,10.01,-0.56362,-0.56361,1.10062,1.10064,0.31897,235.5463,235.5345,116.3899,116.4279,2.36534,2.36532,2.28624,2.2862,57.9177219904648,57.5200949661722,55.0650799407146,51.9811556079641,45.1208421807666,96.3916588724941,56.2788476842273,7.0722085774907,194.428150678708,5093.355,25.6696731678891,211.73206,10.9011111111111
Boltzmann Averages,-3353.833910464171,,,,,120.9986705161393,120.9986705161393,-0.22588858259431954,-0.07738581766391696,0.14850276493040257,-0.15163720012911824,0.0774236632802173,10.09722735138164,-0.5635075927357868,-0.5629633055782661,1.1006239294555693,1.1004701829995551,0.3189739294555694,235.3851120622087,235.73278642509976,116.67223257784266,116.0038721212303,2.3650207719006175,2.3652373747957522,2.286084505061793,2.2860746664335885,57.897779713832676,57.50789289847958,54.94393041832848,51.7479967173864,44.883425219502655,96.42832550384739,56.17486966256513,7.059142313931153,194.18807680170175,5661.2369767562905,25.74431702333557,208.37116666666665,10.7333425925926
Boltzmann Standard Deviation,0.00028493107938764293,,,,,1.0848224710785794,1.0848224710785794,0.0003071500031319373,0.00026686803550807827,4.0281967623873e-05,0.00028700901932001473,0.0002719032814610589,0.20176389968925373,0.00027447877019118365,0.0015231758248360407,5.981713962890562e-06,0.00038523023726662954,5.981713962857358e-06,0.36669261281102783,0.45339387378766766,0.6519208265449375,0.9632685520346275,0.0007578281938027304,0.00021679569521161328,0.0003751693020668303,0.0003046849312193938,0.055476711374551714,0.028518787983968147,0.2833825428894831,0.5314401967680131,0.5434241976275943,0.08550925287679666,0.22455343691121718,0.02821821710954435,0.5184477274592858,559.7514622934056,0.15143597271733658,,
Ensemble Minimum,-3353.83403397,,,,,120.0,120.0,-0.22602,-0.0775,0.14844,-0.15176,0.077,10.01,-0.56363,-0.56362,1.10062,1.09987,0.31897,234.8138,235.5345,116.3899,114.5031,2.36384,2.3649,2.2855,2.2856,57.8115688319428,57.4634566445286,54.5023808772981,50.9199963717175,44.0367351121181,96.3916588724941,55.8252427184466,7.01520689636556,193.380860716826,5093.355,25.6696731678891,,
Ensemble Maximum,-3353.83346651,,,,,122.0,122.0,-0.22541,-0.07697,0.14852,-0.15119,0.07754,10.4116,-0.56308,-0.56059,1.10063,1.10064,0.31898,235.5463,236.4392,117.688,116.4279,2.36535,2.36534,2.28625,2.28621,57.9251713349225,57.5200949661722,55.0652770332061,51.9811556079641,45.1208421807666,96.5615607906402,56.2788476842273,7.0722085774907,194.428150678708,6060.94,25.9796692209489,,
Ensemble Range,0.0005674599997291807,,,,,2.0,2.0,0.0006099999999999994,0.0005300000000000027,8.00000000000245e-05,0.0005700000000000149,0.0005399999999999988,0.4016000000000002,0.0005499999999999394,0.003029999999999977,1.0000000000065512e-05,0.0007700000000001594,1.0000000000010001e-05,0.7325000000000159,0.9046999999999912,1.2981000000000051,1.9247999999999905,0.0015099999999996783,0.000440000000000218,0.0007500000000000284,0.0006099999999999994,0.11360250297970254,0.05663832164360372,0.5628961559079997,1.0611592362465956,1.0841070686484997,0.16990191814609545,0.4536049657806984,0.05700168112514081,1.0472899618820009,967.585,0.30999605305979827,,
Lowest E Conformer,-3353.83403397,0.0,0.0,1.0,0.39294555694635536,120.0,120.0,-0.22602,-0.0775,0.14852,-0.15176,0.07754,10.0118,-0.56363,-0.56362,1.10063,1.10063,0.31898,235.5377,235.5431,116.3967,116.4041,2.36535,2.36534,2.28625,2.28621,57.9251713349225,57.5200949661722,55.0652770332061,51.9695904576171,45.111022241451,96.3918198084109,56.2629317205157,7.07020851850385,194.391383664858,6060.94,25.6896729132478,216.54644,11.14725
pp000550-Pd_10_SPE,-4453.59984744,0.0012592299999596435,0.7901668249746763,0.26351395704280034,0.017355368809779483,123.0,123.0,-0.22201,-0.0761,0.14591,-0.149055,0.07613,9.9293,-0.57811,-0.57813,1.11231,1.1123,0.32657,233.16,233.1611,119.1722,119.176,2.37607,2.3761,2.28862,2.28859,60.2791641835518,63.2033238160263,64.8249030304942,62.0954465055105,57.4238029636292,96.5305210335834,67.4996021009072,8.48225016321777,220.973656739835,9807.635,15.5698017617465,751.16284,37.8471944444444
pp000550-Pd_11_SPE,-4453.600498,0.0006086700004743761,0.381940425297671,0.5248505891293462,0.03456733619195111,124.0,124.0,-0.22222,-0.07641,0.14581,-0.149315,0.07645,9.8952,-0.58052,-0.57783,1.11411,1.113,0.32618,232.371,233.7715,120.3355,118.7275,2.37781,2.3762,2.28808,2.28799,60.4896081644815,63.3984544720998,65.1861735675318,62.6289174112205,57.920350329893,96.5277044204957,67.8020054114277,8.52025128396786,221.714407354866,9363.933,15.2798054540454,751.78642,37.8779166666667
pp000550-Pd_12_SPE,-4453.59958511,0.001521560000583122,0.9547789003659091,0.1995915350494925,0.01314535571841208,125.0,125.0,-0.22152,-0.07606,0.14546,-0.14879,0.0761,9.8582,-0.5748,-0.58099,1.11424,1.10943,0.32675,233.7947,233.4171,117.3334,117.7683,2.37405,2.37726,2.28534,2.29,60.4104588796186,63.4279374340513,64.9364573807196,62.1970384144406,57.4118482548972,96.8524403365733,67.427980264205,8.47324989777696,220.798478847352,10116.033,14.9798092736649,741.00234,37.3380833333333
pp000550-Pd_13_SPE,-4453.60061017,0.000496499999826483,0.31155374989111806,0.5910571656433592,0.0389277866437158,126.0,126.0,-0.222,-0.07709,0.14491,-0.149545,0.07716,9.7862,-0.57969,-0.58258,1.11597,1.11144,0.32668,232.2159,234.4381,118.8117,116.4514,2.37708,2.37973,2.28634,2.28885,60.8955974374255,63.9512600086897,65.7340906940809,63.1889201324323,58.2507414765773,96.8516856249292,67.9691230303995,8.54125190332976,222.124551330835,9528.813,13.6298264619528,731.22169,36.8500277777778
pp000550-Pd_14_SPE,-4453.60017407,0.0009325999999418855,0.5852064999635331,0.37242652343874144,0.024528490791755342,127.0,127.0,-0.22175,-0.07641,0.14534,-0.14908,0.07646,9.843,-0.58041,-0.57782,1.11085,1.1155,0.32636,233.9137,232.9597,117.4491,118.6422,2.37709,2.37627,2.28931,2.28518,60.6199716924911,63.680870212898,65.3414824508845,62.7506916413443,57.9148710883908,96.8195387955078,67.706509629158,8.50825093004678,221.480290629417,10480.339,14.4998153850562,742.79019,37.4293055555556
pp000550-Pd_15_SPE,-4453.60062392,0.00048275000062858453,0.3029256253944368,0.5997274769482797,0.03949882451996785,128.0,128.0,-0.2232,-0.07721,0.14599,-0.150205,0.07727,9.9068,-0.58059,-0.57847,1.11001,1.1159,0.32458,232.1917,232.3996,123.8945,119.9663,2.37774,2.3778,2.29106,2.28848,60.4849523241955,63.7313015951834,65.4792501024881,63.071227720078,58.2219932484359,96.4109697402953,67.5393920101862,8.48725031068489,221.071021012416,9173.89,14.2198189500344,752.61928,37.9267777777778
pp000550-Pd_16_SPE,-4453.60014495,0.000961720000304922,0.6034793001913386,0.3611158457731146,0.02378355498426183,129.0,129.0,-0.22214,-0.07668,0.14546,-0.14941,0.07673,9.8505,-0.58238,-0.57853,1.11405,1.11322,0.3268,232.1065,233.9388,119.7522,118.2822,2.37888,2.37721,2.28939,2.28724,60.7019144815256,63.6478958475576,65.381098041689,62.6803936686471,57.8630673505519,96.600118363807,68.0327868852459,8.54925213927714,222.280945153033,9414.707,14.779811820078,572.53989,14.4948888888889
pp000550-Pd_17_SPE,-4453.60017408,0.0009325900000476395,0.5852002250298938,0.37243046778264527,0.024528750571328053,130.0,130.0,-0.22175,-0.07641,0.14534,-0.14908,0.07646,9.8427,-0.57781,-0.58039,1.11548,1.11087,0.32635,232.9616,233.9082,118.631,117.4465,2.37625,2.37707,2.2852,2.28933,60.6441820619786,63.6785426106387,65.3288685314244,62.7491042677672,57.9182155604766,96.8173587825167,67.6189718287442,8.49725060561912,221.265842653553,10668.796,14.5198151304149,743.20894,37.4548888888889
pp000550-Pd_18_SPE,-4453.60110393,2.7400001272326335e-06,0.0017193500798384775,0.9971022757656683,0.06567044087980851,131.0,131.0,-0.2225,-0.07673,0.14577,-0.149615,0.07678,9.8661,-0.58028,-0.58028,1.1147,1.11471,0.32584,232.9377,232.9372,119.6966,119.7033,2.37806,2.37805,2.28766,2.28766,60.6395262216925,63.5373347402396,65.4727460502665,63.1111388271577,58.3838799291826,96.4962671253014,67.9054591755531,8.53325166738237,221.96823966579,8877.737,14.8298111834747,565.50369,14.3180555555556
pp000550-Pd_19_SPE,-4453.60076213,0.00034454000069672475,0.21619885043719478,0.6942647611154196,0.04572517188846473,132.0,132.0,-0.22241,-0.07699,0.14542,-0.1497,0.07705,9.8254,-0.58207,-0.58103,1.11476,1.1148,0.32646,232.5591,233.1672,119.1552,119.2008,2.37904,2.37916,2.289,2.28696,60.8341403456496,63.7778536403699,65.6932925483271,63.1693047303733,58.3252449292111,96.5554585527111,68.1601145949387,8.56525261117192,222.593980956427,9323.194,14.409816530942,753.74269,37.9828055555556
pp000550-Pd_1_SPE,-4453.59978937,0.0013173000006645452,0.8266057504170021,0.24779566327759167,0.0163201417257304,133.0,133.0,-0.22201,-0.07691,0.1451,-0.14946,0.07698,9.8121,-0.58314,-0.58026,1.11431,1.11318,0.3275,232.2884,233.6977,119.1482,117.529,2.37993,2.37821,2.28861,2.28859,60.866731227652,63.8325522934641,65.5691242786415,62.741280783709,57.8045035095609,96.6895097277163,68.4068120324686,8.59625352546805,223.201440502583,10783.764,14.3998166582627,747.89045,37.6852222222222
pp000550-Pd_20_SPE,-4453.60110667,0.0,0.0,1.0,0.06586128873227234,134.0,134.0,-0.2225,-0.07673,0.14577,-0.149615,0.07678,9.8659,-0.58029,-0.58029,1.11471,1.11472,0.32585,232.9428,232.9436,119.6957,119.6959,2.37808,2.37804,2.28765,2.28765,60.6302145411204,63.5373347402396,65.4869367096591,63.113860039004,58.3862993345212,96.4978541887002,67.8895432118415,8.53125160839552,221.929174537359,9955.909,14.809811438116,577.34202,18.2488611111111
pp000550-Pd_21_SPE,-4453.60014445,0.0009622200004741899,0.6037930502975541,0.3609246676578887,0.023770963747215646,135.0,135.0,-0.22214,-0.07668,0.14546,-0.14941,0.07673,9.8503,-0.5785,-0.58238,1.1132,1.11404,0.32679,233.9428,232.1021,118.2835,119.7424,2.3772,2.37887,2.28726,2.28941,60.7177443384982,63.6347061014214,65.3846457065372,62.6883305365323,57.8679061612292,96.5996039758977,67.9770810122553,8.54225193282318,222.144096057014,10877.575,14.7998115654367,757.73978,38.1838333333333
pp000550-Pd_22_SPE,-4453.6007641,0.0003425700006118859,0.2149626753839584,0.6957148044157285,0.045820673608940675,136.0,136.0,-0.22241,-0.07699,0.14542,-0.1497,0.07705,9.8246,-0.58209,-0.58101,1.11477,1.11481,0.32647,232.5636,233.1809,119.1638,119.1865,2.37907,2.3791,2.28898,2.28696,60.8285533373063,63.7708708335919,65.6775251490019,63.1639756905075,58.322256252028,96.5609368250582,68.2476523953526,8.57625293559958,222.809386442197,10908.425,14.379816912904,752.80897,37.9313611111111
pp000550-Pd_23_SPE,-4453.60013713,0.0009695400003693067,0.6083863502317399,0.3581373803632701,0.023587389413924974,137.0,137.0,-0.22298,-0.07655,0.14643,-0.149765,0.07659,9.9918,-0.57488,-0.57897,1.11415,1.10911,0.32414,232.936,231.8181,120.0447,124.4718,2.37476,2.37613,2.28952,2.29007,60.2000148986889,63.39767860468,64.9827741162373,62.4925166674226,57.8625692376881,96.3993541786502,67.2051567722426,8.4452490719611,220.254114879664,10442.072,14.9698094009856,553.08895,14.0084722222222
pp000550-Pd_24_SPE,-4453.60069989,0.0004067800000484567,0.2552544500304066,0.6499757673161813,0.04280824168019128,138.0,138.0,-0.22132,-0.07701,0.14431,-0.149165,0.07709,9.7656,-0.58066,-0.58065,1.11326,1.11325,0.32776,234.0724,234.0837,115.3714,115.3582,2.37753,2.37754,2.28603,2.28602,60.8518325387366,63.9725963627335,65.6867884961055,63.2028663431448,58.2787781149132,97.1387589954765,67.5791819194652,8.49225045815201,221.168416283638,9586.823,13.2998306635343,751.88508,37.8845833333333
pp000550-Pd_25_SPE,-4453.60013657,0.0009700999999040505,0.6087377499397917,0.35792503391563485,0.023573404003225995,139.0,139.0,-0.22298,-0.07655,0.14643,-0.149765,0.07659,9.992,-0.57894,-0.57494,1.10913,1.11416,0.32416,231.8386,232.9257,124.4486,120.0402,2.37612,2.37479,2.29003,2.28949,60.1720798569726,63.3903078641922,64.9741020466084,62.4837861127489,57.8570188372053,96.3993696546947,67.2847365908006,8.45524936689534,220.448421081988,10892.2383,14.9098101649095,540.74864,17.0939444444444
pp000550-Pd_26_SPE,-4453.59820916,0.00289751000036631,1.8181875252298596,0.04647925112396832,0.0030611833783354713,140.0,140.0,-0.22176,-0.07699,0.14477,-0.149375,0.07706,9.7997,-0.58054,-0.58054,1.11372,1.11041,0.3299,234.4256,233.7742,117.6096,115.0677,2.37765,2.38017,2.28469,2.29329,61.2885503575685,64.2189342685122,65.9008309419444,63.2080819991836,58.4114184546547,97.3298451266679,68.6853413974216,8.63125455773787,223.888818880389,11269.226,14.1598197139583,759.20139,38.263
pp000550-Pd_27_SPE,-4453.60062587,0.0004808000003322377,0.30170200020847915,0.6009673397397928,0.039580483481268094,141.0,141.0,-0.2232,-0.0772,0.146,-0.1502,0.07726,9.9068,-0.57845,-0.58058,1.11591,1.10998,0.32456,232.3979,232.1851,119.9735,123.9146,2.37781,2.37769,2.28848,2.29107,60.5063691895113,63.7382844019614,65.4701838478761,63.07780398204,58.2250530845995,96.4097014202032,67.4836861371956,8.48025010423092,220.934719688058,9559.404,14.1598197139583,731.02483,36.8405833333333
